index;2025;2030;2035;2040;2045;2050
305;3,28E-04;3,27E-04;3,26E-04;3,26E-04;3,25E-04;3,25E-04
306;3,32E-04;3,32E-04;3,31E-04;3,31E-04;3,30E-04;3,29E-04
307;3,37E-04;3,36E-04;3,36E-04;3,35E-04;3,34E-04;3,34E-04
308;3,42E-04;3,41E-04;3,40E-04;3,40E-04;3,39E-04;3,38E-04
309;3,46E-04;3,46E-04;3,45E-04;3,45E-04;3,44E-04;3,43E-04
310;3,52E-04;3,52E-04;3,51E-04;3,50E-04;3,50E-04;3,49E-04
311;3,58E-04;3,57E-04;3,56E-04;3,56E-04;3,55E-04;3,54E-04
312;3,65E-04;3,64E-04;3,64E-04;3,63E-04;3,62E-04;3,62E-04
313;3,73E-04;3,73E-04;3,72E-04;3,71E-04;3,71E-04;3,70E-04
314;3,82E-04;3,81E-04;3,81E-04;3,80E-04;3,79E-04;3,78E-04
